tpid,tp_name,genename1,genename2,fd_name,md_name,specific_cancer
TP01275,HSP90AA1;MTOR,HSP90AA1,MTOR,Lung Cancer,Lung Cancer,Lung Cancer
TP01276,HSP90AA1;PDCD1,HSP90AA1,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01280,HSP90AB1;MET,HSP90AB1,MET,Lung Cancer,Lung Cancer,Lung Cancer
TP01281,HSP90AB1;MTOR,HSP90AB1,MTOR,Lung Cancer,Lung Cancer,Lung Cancer
TP01282,HSP90AB1;PDCD1,HSP90AB1,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01284,ICOS;LAG3,ICOS,LAG3,Melanoma,Melanoma,Melanoma
TP01285,ICOS;PDCD1,ICOS,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01285,ICOS;PDCD1,ICOS,PDCD1,Melanoma,Melanoma,Melanoma
TP01291,IDO1;MTOR,IDO1,MTOR,Lung Cancer,Lung Cancer,Lung Cancer
TP01292,IDO1;PDCD1,IDO1,PDCD1,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP01292,IDO1;PDCD1,IDO1,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01292,IDO1;PDCD1,IDO1,PDCD1,Melanoma,Melanoma,Melanoma
TP01292,IDO1;PDCD1,IDO1,PDCD1,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP01292,IDO1;PDCD1,IDO1,PDCD1,Bladder Cancer,Bladder Cancer,Bladder Cancer
TP01292,IDO1;PDCD1,IDO1,PDCD1,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP01293,IDO2;PDCD1,IDO2,PDCD1,Melanoma,Melanoma,Melanoma
TP01295,IFNAR1;PDCD1,IFNAR1,PDCD1,Melanoma,Melanoma,Melanoma
TP01296,IFNAR1;VEGFA,IFNAR1,VEGFA,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP01298,IFNAR2;PDCD1,IFNAR2,PDCD1,Melanoma,Melanoma,Melanoma
TP01299,IFNAR2;VEGFA,IFNAR2,VEGFA,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP01300,IGF1;IGF2,IGF1,IGF2,Breast Cancer,Breast Cancer,Breast Cancer
TP01300,IGF1;IGF2,IGF1,IGF2,Lung Cancer,Lung Cancer,Lung Cancer
TP01300,IGF1;IGF2,IGF1,IGF2,Prostate Cancer,Prostate Cancer,Prostate Cancer
TP01301,IGF1R;MAP2K1,IGF1R,MAP2K1,Pancreatic Cancer,Pancreatic Cancer,Pancreatic Cancer
TP01302,IGF1R;MAP2K2,IGF1R,MAP2K2,Pancreatic Cancer,Pancreatic Cancer,Pancreatic Cancer
TP01307,IGF1R;TNFRSF10B,IGF1R,TNFRSF10B,Lung Cancer,Lung Cancer,Lung Cancer
TP01308,IGSF1;PDCD1,IGSF1,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01309,IKZF2;PDCD1,IKZF2,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01311,IL10RA;PDCD1,IL10RA,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01314,IL15;PDCD1,IL15,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01315,IL15;TGFBR2,IL15,TGFBR2,Pancreatic Cancer,Pancreatic Cancer,Pancreatic Cancer
TP01316,IL15RA;PDCD1,IL15RA,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01317,IL18R1;PDCD1,IL18R1,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01318,IL1B;PDCD1,IL1B,PDCD1,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP01318,IL1B;PDCD1,IL1B,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01318,IL1B;PDCD1,IL1B,PDCD1,Melanoma,Melanoma,Melanoma
TP01319,IL1RAP;PDCD1,IL1RAP,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01323,IL27;PDCD1,IL27,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01324,IL2RA;KDR,IL2RA,KDR,Bladder Cancer,Bladder Cancer,Bladder Cancer
TP01324,IL2RA;KDR,IL2RA,KDR,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP01324,IL2RA;KDR,IL2RA,KDR,Lung Cancer,Lung Cancer,Lung Cancer
TP01324,IL2RA;KDR,IL2RA,KDR,Melanoma,Melanoma,Melanoma
TP01326,IL2RA;PDCD1,IL2RA,PDCD1,Bladder Cancer,Bladder Cancer,Bladder Cancer
TP01326,IL2RA;PDCD1,IL2RA,PDCD1,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP01326,IL2RA;PDCD1,IL2RA,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01326,IL2RA;PDCD1,IL2RA,PDCD1,Melanoma,Melanoma,Melanoma
TP01326,IL2RA;PDCD1,IL2RA,PDCD1,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP01327,IL2RA;VEGFA,IL2RA,VEGFA,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP01329,IL2RB;PDCD1,IL2RB,PDCD1,Melanoma,Melanoma,Melanoma
TP01329,IL2RB;PDCD1,IL2RB,PDCD1,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP01329,IL2RB;PDCD1,IL2RB,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01329,IL2RB;PDCD1,IL2RB,PDCD1,Bladder Cancer,Bladder Cancer,Bladder Cancer
TP01329,IL2RB;PDCD1,IL2RB,PDCD1,Pancreatic Cancer,Pancreatic Cancer,Pancreatic Cancer
TP01329,IL2RB;PDCD1,IL2RB,PDCD1,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP01331,IL2RB;TLR7,IL2RB,TLR7,Lung Cancer,Lung Cancer,Lung Cancer
TP01332,IL2RB;TLR8,IL2RB,TLR8,Lung Cancer,Lung Cancer,Lung Cancer
TP01333,IL2RB;VEGFA,IL2RB,VEGFA,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP01335,IL2RG;PDCD1,IL2RG,PDCD1,Melanoma,Melanoma,Melanoma
TP01335,IL2RG;PDCD1,IL2RG,PDCD1,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP01335,IL2RG;PDCD1,IL2RG,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01335,IL2RG;PDCD1,IL2RG,PDCD1,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP01336,IL2RG;TLR7,IL2RG,TLR7,Lung Cancer,Lung Cancer,Lung Cancer
TP01337,IL2RG;TLR8,IL2RG,TLR8,Lung Cancer,Lung Cancer,Lung Cancer
TP01338,IL2RG;VEGFA,IL2RG,VEGFA,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP01339,IL4R;PDCD1,IL4R,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01340,IL6R;PDCD1,IL6R,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01341,IL7R;PDCD1,IL7R,PDCD1,Esophageal Cancer,Esophageal Cancer,Esophageal Cancer
TP01341,IL7R;PDCD1,IL7R,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01343,ITGAV;PDCD1,ITGAV,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01346,JAK1;MAP2K1,JAK1,MAP2K1,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP01346,JAK1;MAP2K1,JAK1,MAP2K1,Pancreatic Cancer,Pancreatic Cancer,Pancreatic Cancer
TP01346,JAK1;MAP2K1,JAK1,MAP2K1,Lung Cancer,Lung Cancer,Lung Cancer
TP01347,JAK1;MAP2K2,JAK1,MAP2K2,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP01347,JAK1;MAP2K2,JAK1,MAP2K2,Pancreatic Cancer,Pancreatic Cancer,Pancreatic Cancer
TP01347,JAK1;MAP2K2,JAK1,MAP2K2,Lung Cancer,Lung Cancer,Lung Cancer
TP01350,JAK1;PDCD1,JAK1,PDCD1,Bladder Cancer,Bladder Cancer,Bladder Cancer
TP01350,JAK1;PDCD1,JAK1,PDCD1,Breast Cancer,Breast Cancer,Breast Cancer
TP01350,JAK1;PDCD1,JAK1,PDCD1,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP01350,JAK1;PDCD1,JAK1,PDCD1,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP01350,JAK1;PDCD1,JAK1,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01350,JAK1;PDCD1,JAK1,PDCD1,Melanoma,Melanoma,Melanoma
TP01350,JAK1;PDCD1,JAK1,PDCD1,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP01350,JAK1;PDCD1,JAK1,PDCD1,Pancreatic Cancer,Pancreatic Cancer,Pancreatic Cancer
TP01360,JAK2;MAP2K1,JAK2,MAP2K1,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP01360,JAK2;MAP2K1,JAK2,MAP2K1,Pancreatic Cancer,Pancreatic Cancer,Pancreatic Cancer
TP01360,JAK2;MAP2K1,JAK2,MAP2K1,Lung Cancer,Lung Cancer,Lung Cancer
TP01361,JAK2;MAP2K2,JAK2,MAP2K2,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP01361,JAK2;MAP2K2,JAK2,MAP2K2,Pancreatic Cancer,Pancreatic Cancer,Pancreatic Cancer
TP01361,JAK2;MAP2K2,JAK2,MAP2K2,Lung Cancer,Lung Cancer,Lung Cancer
TP01374,KDR;MET,KDR,MET,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP01374,KDR;MET,KDR,MET,Lung Cancer,Lung Cancer,Lung Cancer
TP01375,KDR;MTOR,KDR,MTOR,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP01376,KDR;PARP1,KDR,PARP1,Breast Cancer,Breast Cancer,Breast Cancer
TP01376,KDR;PARP1,KDR,PARP1,Lung Cancer,Lung Cancer,Lung Cancer
TP01376,KDR;PARP1,KDR,PARP1,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP01376,KDR;PARP1,KDR,PARP1,Prostate Cancer,Prostate Cancer,Prostate Cancer
TP01377,KDR;PARP2,KDR,PARP2,Breast Cancer,Breast Cancer,Breast Cancer
TP01377,KDR;PARP2,KDR,PARP2,Lung Cancer,Lung Cancer,Lung Cancer
TP01377,KDR;PARP2,KDR,PARP2,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP01377,KDR;PARP2,KDR,PARP2,Prostate Cancer,Prostate Cancer,Prostate Cancer
TP01378,KDR;PDCD1,KDR,PDCD1,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP01378,KDR;PDCD1,KDR,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01378,KDR;PDCD1,KDR,PDCD1,Melanoma,Melanoma,Melanoma
TP01378,KDR;PDCD1,KDR,PDCD1,Liver Cancer,Liver Cancer,Liver Cancer
TP01378,KDR;PDCD1,KDR,PDCD1,Breast Cancer,Breast Cancer,Breast Cancer
TP01378,KDR;PDCD1,KDR,PDCD1,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP01378,KDR;PDCD1,KDR,PDCD1,Esophageal Cancer,Esophageal Cancer,Esophageal Cancer
TP01378,KDR;PDCD1,KDR,PDCD1,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP01378,KDR;PDCD1,KDR,PDCD1,Pancreatic Cancer,Pancreatic Cancer,Pancreatic Cancer
TP01379,KDR;PIK3CA,KDR,PIK3CA,Lung Cancer,Lung Cancer,Lung Cancer
TP01380,KDR;PIK3CB,KDR,PIK3CB,Lung Cancer,Lung Cancer,Lung Cancer
TP01381,KDR;PIK3CD,KDR,PIK3CD,Lung Cancer,Lung Cancer,Lung Cancer
TP01382,KDR;PIK3CG,KDR,PIK3CG,Lung Cancer,Lung Cancer,Lung Cancer
TP01383,KDR;ROS1,KDR,ROS1,Lung Cancer,Lung Cancer,Lung Cancer
TP01384,KDR;TGFBR1,KDR,TGFBR1,Liver Cancer,Liver Cancer,Liver Cancer
TP01386,KLK2;PDCD1,KLK2,PDCD1,Prostate Cancer,Prostate Cancer,Prostate Cancer
TP01387,KLRC1;PDCD1,KLRC1,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01388,KRAS;MAP2K1,KRAS,MAP2K1,Lung Cancer,Lung Cancer,Lung Cancer
TP01389,KRAS;MAP2K2,KRAS,MAP2K2,Lung Cancer,Lung Cancer,Lung Cancer
TP01390,KRAS;MAPK1,KRAS,MAPK1,Lung Cancer,Lung Cancer,Lung Cancer
TP01391,KRAS;MAPK3,KRAS,MAPK3,Lung Cancer,Lung Cancer,Lung Cancer
TP01392,KRAS;MTOR,KRAS,MTOR,Lung Cancer,Lung Cancer,Lung Cancer
TP01393,KRAS;PARP1,KRAS,PARP1,Lung Cancer,Lung Cancer,Lung Cancer
TP01394,KRAS;PARP2,KRAS,PARP2,Lung Cancer,Lung Cancer,Lung Cancer
TP01395,KRAS;PDCD1,KRAS,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01396,KRAS;PIK3CA,KRAS,PIK3CA,Lung Cancer,Lung Cancer,Lung Cancer
TP01398,KRAS;PTPN11,KRAS,PTPN11,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP01398,KRAS;PTPN11,KRAS,PTPN11,Lung Cancer,Lung Cancer,Lung Cancer
TP01398,KRAS;PTPN11,KRAS,PTPN11,Pancreatic Cancer,Pancreatic Cancer,Pancreatic Cancer
TP01399,KRAS;RAF1,KRAS,RAF1,Lung Cancer,Lung Cancer,Lung Cancer
TP01400,KRAS;SOS1,KRAS,SOS1,Lung Cancer,Lung Cancer,Lung Cancer
TP01401,KRAS;ULK1,KRAS,ULK1,Lung Cancer,Lung Cancer,Lung Cancer
TP01402,KRAS;ULK2,KRAS,ULK2,Lung Cancer,Lung Cancer,Lung Cancer
TP01403,KRAS;VEGFA,KRAS,VEGFA,Lung Cancer,Lung Cancer,Lung Cancer
TP01404,LAG3;PDCD1,LAG3,PDCD1,Melanoma,Melanoma,Melanoma
TP01404,LAG3;PDCD1,LAG3,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01404,LAG3;PDCD1,LAG3,PDCD1,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP01404,LAG3;PDCD1,LAG3,PDCD1,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP01404,LAG3;PDCD1,LAG3,PDCD1,Liver Cancer,Liver Cancer,Liver Cancer
TP01404,LAG3;PDCD1,LAG3,PDCD1,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP01404,LAG3;PDCD1,LAG3,PDCD1,Breast Cancer,Breast Cancer,Breast Cancer
TP01404,LAG3;PDCD1,LAG3,PDCD1,Bladder Cancer,Bladder Cancer,Bladder Cancer
TP01404,LAG3;PDCD1,LAG3,PDCD1,Esophageal Cancer,Esophageal Cancer,Esophageal Cancer
TP01406,LAIR1;PDCD1,LAIR1,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01407,LGALS3;PDCD1,LGALS3,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01408,LILRB1;LILRB2,LILRB1,LILRB2,Lung Cancer,Lung Cancer,Lung Cancer
TP01409,LILRB1;PDCD1,LILRB1,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01410,LILRB2;PDCD1,LILRB2,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01411,LILRB4;PDCD1,LILRB4,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01414,MAP2K1;MAPK1,MAP2K1,MAPK1,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP01414,MAP2K1;MAPK1,MAP2K1,MAPK1,Lung Cancer,Lung Cancer,Lung Cancer
TP01414,MAP2K1;MAPK1,MAP2K1,MAPK1,Melanoma,Melanoma,Melanoma
TP01415,MAP2K1;MAPK3,MAP2K1,MAPK3,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP01415,MAP2K1;MAPK3,MAP2K1,MAPK3,Lung Cancer,Lung Cancer,Lung Cancer
TP01415,MAP2K1;MAPK3,MAP2K1,MAPK3,Melanoma,Melanoma,Melanoma
TP01416,MAP2K1;MDM2,MAP2K1,MDM2,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP01417,MAP2K1;MET,MAP2K1,MET,Lung Cancer,Lung Cancer,Lung Cancer
TP01418,MAP2K1;MTOR,MAP2K1,MTOR,Lung Cancer,Lung Cancer,Lung Cancer
TP01419,MAP2K1;PARP1,MAP2K1,PARP1,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP01420,MAP2K1;PARP2,MAP2K1,PARP2,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP01421,MAP2K1;PDCD1,MAP2K1,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01422,MAP2K1;PIK3CA,MAP2K1,PIK3CA,Lung Cancer,Lung Cancer,Lung Cancer
TP01424,MAP2K1;PIK3CD,MAP2K1,PIK3CD,Lung Cancer,Lung Cancer,Lung Cancer
TP01426,MAP2K1;PTK2,MAP2K1,PTK2,Lung Cancer,Lung Cancer,Lung Cancer
TP01426,MAP2K1;PTK2,MAP2K1,PTK2,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP01426,MAP2K1;PTK2,MAP2K1,PTK2,Pancreatic Cancer,Pancreatic Cancer,Pancreatic Cancer
TP01427,MAP2K1;RAF1,MAP2K1,RAF1,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP01427,MAP2K1;RAF1,MAP2K1,RAF1,Lung Cancer,Lung Cancer,Lung Cancer
TP01427,MAP2K1;RAF1,MAP2K1,RAF1,Melanoma,Melanoma,Melanoma
TP01428,MAP2K1;ROS1,MAP2K1,ROS1,Lung Cancer,Lung Cancer,Lung Cancer
TP01430,MAP2K1;TGFB1,MAP2K1,TGFB1,Lung Cancer,Lung Cancer,Lung Cancer
TP01431,MAP2K1;ULK1,MAP2K1,ULK1,Lung Cancer,Lung Cancer,Lung Cancer
TP01432,MAP2K1;ULK2,MAP2K1,ULK2,Lung Cancer,Lung Cancer,Lung Cancer
TP01435,MAP2K2;MDM2,MAP2K2,MDM2,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP01436,MAP2K2;MET,MAP2K2,MET,Lung Cancer,Lung Cancer,Lung Cancer
TP01437,MAP2K2;MTOR,MAP2K2,MTOR,Lung Cancer,Lung Cancer,Lung Cancer
TP01438,MAP2K2;PARP1,MAP2K2,PARP1,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP01439,MAP2K2;PARP2,MAP2K2,PARP2,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP01440,MAP2K2;PDCD1,MAP2K2,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01441,MAP2K2;PIK3CA,MAP2K2,PIK3CA,Lung Cancer,Lung Cancer,Lung Cancer
TP01443,MAP2K2;PIK3CD,MAP2K2,PIK3CD,Lung Cancer,Lung Cancer,Lung Cancer
TP01445,MAP2K2;PTK2,MAP2K2,PTK2,Lung Cancer,Lung Cancer,Lung Cancer
TP01445,MAP2K2;PTK2,MAP2K2,PTK2,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP01445,MAP2K2;PTK2,MAP2K2,PTK2,Pancreatic Cancer,Pancreatic Cancer,Pancreatic Cancer
TP01446,MAP2K2;RAF1,MAP2K2,RAF1,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP01446,MAP2K2;RAF1,MAP2K2,RAF1,Lung Cancer,Lung Cancer,Lung Cancer
TP01446,MAP2K2;RAF1,MAP2K2,RAF1,Melanoma,Melanoma,Melanoma
TP01447,MAP2K2;ROS1,MAP2K2,ROS1,Lung Cancer,Lung Cancer,Lung Cancer
TP01449,MAP2K2;TGFB1,MAP2K2,TGFB1,Lung Cancer,Lung Cancer,Lung Cancer
TP01450,MAP2K2;ULK1,MAP2K2,ULK1,Lung Cancer,Lung Cancer,Lung Cancer
TP01451,MAP2K2;ULK2,MAP2K2,ULK2,Lung Cancer,Lung Cancer,Lung Cancer
TP01452,MAP4K1;PDCD1,MAP4K1,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01453,MAP4K1;TNFSF4,MAP4K1,TNFSF4,Lung Cancer,Lung Cancer,Lung Cancer
TP01455,MAPK1;PTPN11,MAPK1,PTPN11,Lung Cancer,Lung Cancer,Lung Cancer
TP01456,MAPK1;RAF1,MAPK1,RAF1,Lung Cancer,Lung Cancer,Lung Cancer
TP01456,MAPK1;RAF1,MAPK1,RAF1,Melanoma,Melanoma,Melanoma
TP01457,MAPK11;PDCD1,MAPK11,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01458,MAPK14;PDCD1,MAPK14,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01460,MAPK3;PTPN11,MAPK3,PTPN11,Lung Cancer,Lung Cancer,Lung Cancer
TP01461,MAPK3;RAF1,MAPK3,RAF1,Lung Cancer,Lung Cancer,Lung Cancer
TP01461,MAPK3;RAF1,MAPK3,RAF1,Melanoma,Melanoma,Melanoma
TP01463,MAT2A;PRMT5,MAT2A,PRMT5,Lung Cancer,Lung Cancer,Lung Cancer
TP01466,MDM2;PDCD1,MDM2,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01466,MDM2;PDCD1,MDM2,PDCD1,Melanoma,Melanoma,Melanoma
TP01467,MELTF;TNFRSF9,MELTF,TNFRSF9,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP01467,MELTF;TNFRSF9,MELTF,TNFRSF9,Lung Cancer,Lung Cancer,Lung Cancer
TP01467,MELTF;TNFRSF9,MELTF,TNFRSF9,Melanoma,Melanoma,Melanoma
TP01467,MELTF;TNFRSF9,MELTF,TNFRSF9,Pancreatic Cancer,Pancreatic Cancer,Pancreatic Cancer
TP01468,MERTK;PDCD1,MERTK,PDCD1,Esophageal Cancer,Esophageal Cancer,Esophageal Cancer
TP01468,MERTK;PDCD1,MERTK,PDCD1,Liver Cancer,Liver Cancer,Liver Cancer
TP01468,MERTK;PDCD1,MERTK,PDCD1,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP01469,MET;PDCD1,MET,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01469,MET;PDCD1,MET,PDCD1,Esophageal Cancer,Esophageal Cancer,Esophageal Cancer
TP01469,MET;PDCD1,MET,PDCD1,Liver Cancer,Liver Cancer,Liver Cancer
TP01469,MET;PDCD1,MET,PDCD1,Melanoma,Melanoma,Melanoma
TP01474,MET;ROS1,MET,ROS1,Lung Cancer,Lung Cancer,Lung Cancer
TP01475,MET;VEGFA,MET,VEGFA,Lung Cancer,Lung Cancer,Lung Cancer
TP01478,MKNK1;PDCD1,MKNK1,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01479,MKNK2;PDCD1,MKNK2,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01495,MS4A1;TNFRSF9,MS4A1,TNFRSF9,Lung Cancer,Lung Cancer,Lung Cancer
TP01497,MSLN;PDCD1,MSLN,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01498,MTOR;NOTCH1,MTOR,NOTCH1,Breast Cancer,Breast Cancer,Breast Cancer
TP01498,MTOR;NOTCH1,MTOR,NOTCH1,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP01498,MTOR;NOTCH1,MTOR,NOTCH1,Liver Cancer,Liver Cancer,Liver Cancer
TP01500,MTOR;PARP1,MTOR,PARP1,Breast Cancer,Breast Cancer,Breast Cancer
TP01500,MTOR;PARP1,MTOR,PARP1,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP01501,MTOR;PARP2,MTOR,PARP2,Breast Cancer,Breast Cancer,Breast Cancer
TP01501,MTOR;PARP2,MTOR,PARP2,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP01502,MTOR;PDCD1,MTOR,PDCD1,Liver Cancer,Liver Cancer,Liver Cancer
TP01502,MTOR;PDCD1,MTOR,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01503,MTOR;PIK3CA,MTOR,PIK3CA,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP01503,MTOR;PIK3CA,MTOR,PIK3CA,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP01503,MTOR;PIK3CA,MTOR,PIK3CA,Lung Cancer,Lung Cancer,Lung Cancer
TP01504,MTOR;PIK3CB,MTOR,PIK3CB,Lung Cancer,Lung Cancer,Lung Cancer
TP01505,MTOR;PIK3CD,MTOR,PIK3CD,Lung Cancer,Lung Cancer,Lung Cancer
TP01506,MTOR;PIK3CG,MTOR,PIK3CG,Lung Cancer,Lung Cancer,Lung Cancer
TP01507,MTOR;PTK7,MTOR,PTK7,Breast Cancer,Breast Cancer,Breast Cancer
TP01508,MTOR;RAF1,MTOR,RAF1,Lung Cancer,Lung Cancer,Lung Cancer
TP01509,MTOR;RPS6KB1,MTOR,RPS6KB1,Lung Cancer,Lung Cancer,Lung Cancer
TP01510,MTOR;SMO,MTOR,SMO,Esophageal Cancer,Esophageal Cancer,Esophageal Cancer
TP01511,MTOR;SSTR1,MTOR,SSTR1,Lung Cancer,Lung Cancer,Lung Cancer
TP01512,MTOR;SSTR2,MTOR,SSTR2,Lung Cancer,Lung Cancer,Lung Cancer
TP01513,MTOR;SSTR3,MTOR,SSTR3,Lung Cancer,Lung Cancer,Lung Cancer
TP01514,MTOR;SSTR5,MTOR,SSTR5,Lung Cancer,Lung Cancer,Lung Cancer
TP01515,MTOR;VEGFA,MTOR,VEGFA,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP01515,MTOR;VEGFA,MTOR,VEGFA,Liver Cancer,Liver Cancer,Liver Cancer
TP01515,MTOR;VEGFA,MTOR,VEGFA,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP01515,MTOR;VEGFA,MTOR,VEGFA,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP01516,MUC16;PDCD1,MUC16,PDCD1,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP01519,NCR3LG1;PDCD1,NCR3LG1,PDCD1,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP01519,NCR3LG1;PDCD1,NCR3LG1,PDCD1,Liver Cancer,Liver Cancer,Liver Cancer
TP01519,NCR3LG1;PDCD1,NCR3LG1,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01519,NCR3LG1;PDCD1,NCR3LG1,PDCD1,Pancreatic Cancer,Pancreatic Cancer,Pancreatic Cancer
TP01520,NECTIN4;PDCD1,NECTIN4,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01520,NECTIN4;PDCD1,NECTIN4,PDCD1,Bladder Cancer,Bladder Cancer,Bladder Cancer
TP01523,NOS1;PDCD1,NOS1,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01524,NOS2;PDCD1,NOS2,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01525,NOS3;PDCD1,NOS3,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01526,NOTCH1;PIK3CA,NOTCH1,PIK3CA,Breast Cancer,Breast Cancer,Breast Cancer
TP01526,NOTCH1;PIK3CA,NOTCH1,PIK3CA,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP01526,NOTCH1;PIK3CA,NOTCH1,PIK3CA,Liver Cancer,Liver Cancer,Liver Cancer
TP01527,NOTCH1;SMO,NOTCH1,SMO,Breast Cancer,Breast Cancer,Breast Cancer
